ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Trade_Flow,Scale,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
15,Albania,AL,ALB,Exports of low carbon technology products as share of total exports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.26220776877572,0.422619260735763,0.537436427635233,0.353151913984305,0.262999489109466,0.454199137216846,0.79259582731356,0.948776212418018,0.901482901448017,1.05802465818026,1.1948033382635,0.897503443431773,0.857819261316081,0.899786995441374,0.69223937574766,0.755016365981918,0.524753452500304,0.624329204274824,0.864154161059503,0.00270695518203021,0.000665037260189792,0.00507389396438063,0.128109247709426,0.549865498125908,
16,Albania,AL,ALB,Imports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,15896221,6744097,10796563,19848183,21654758,32086161,42621288,51861787,69737269,89208872,75229677,119034758,184304969,141562075,133913000,182255382,140400109,114408118,61437993,114440615,100314286,72587011.987,72379974.842,93367943.547,117100708.437,120928797.552,7609903.025
17,Albania,AL,ALB,Imports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,0.496817633881156,0.298607495734781,0.421718084267324,0.618500943627938,0.621671819724202,0.816866768123967,0.980234820524383,0.924206427080727,0.970638274196004,1.10790499663861,0.845649738270971,1.11483232522752,1.43078154517712,1.17536667583846,1.12182430077905,1.41296964522891,1.13928403596741,0.894962237782327,0.46381217811832,1.00481893528494,0.845663026253749,0.556076406803873,0.477547652528181,0.606338593402432,0.770811933037838,0.67242877032803,0.0398772789395017
18,Albania,AL,ALB,Imports of low carbon technology products as share of total imports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,1.35866181892053,2.20755415707584,1.98028673533576,2.42048267003605,2.85491368801742,2.80287647993379,3.0399444350675,3.42732952651547,2.50338208938074,2.93826413256584,3.51498594834044,3.18818122724513,2.95096923940432,3.42672465829447,2.87990361086607,2.31986553240421,1.16267678932605,2.62184438951339,2.14985791802607,1.2800829499928,1.12983907650703,1.44017892686881,1.94432732426022,1.49303298007726,0.090584158529595
19,Albania,AL,ALB,Total trade in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,16358239,7121418,11337991,21011862,23031783,33171119,43512445,53892579,74527794,95267879,81977452,129603198,200337234,151438060,147142235,199814172,153602448,132844493,74822744,127024790,117264474,72653689.748,72400587.035,93519399.681,120580511.213,141169900.544,
20,Albania,AL,ALB,Total trade in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,0.51125746140812,0.315314088018098,0.442866479263833,0.654763031678014,0.661203900274616,0.844488213238895,1.00073028565331,0.960396291083372,1.03731520297698,1.18315316399542,0.921500843715188,1.21381214202378,1.55524193826283,1.25736535846642,1.23264906987329,1.54909751703545,1.24641510707028,1.03918154420072,0.564857316667708,1.1153113275614,0.988555408298416,0.556587213472113,0.477683647385903,0.60732216116416,0.793717631390654,0.784980125096449,
21,Albania,AL,ALB,Trade balance in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,-15434203,-6366776,-10255135,-18684504,-20277733,-31001203,-41730131,-49830995,-64946744,-83149865,-68481902,-108466318,-168272704,-131686090,-120683765,-164696592,-127197770,-95971743,-48053242,-101856440,-83364098,-72520334.226,-72359362.649,-93216487.413,-113620905.661,-100687694.56,
22,Albania,AL,ALB,Trade balance in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLB,"Trade in Low Carbon Technology Products; Trade Balance","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,-0.482377806354192,-0.281900903451463,-0.400569689270816,-0.582238855577862,-0.582139739173788,-0.789245323009039,-0.959739355395454,-0.888016563078083,-0.903961345415027,-1.0326568292818,-0.769798632826754,-1.01585250843126,-1.30632115209141,-1.0933679932105,-1.01099953168481,-1.27684177342236,-1.03215296486454,-0.750742931363929,-0.362767039568931,-0.894326543008477,-0.702770644209082,-0.555565600135632,-0.477411657670458,-0.605355025640703,-0.747906234685022,-0.55987741555961,
23,Algeria,DZ,DZA,Comparative advantage in low carbon technology products,Index,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLA,"Trade in Low Carbon Technology Products; Comparative Advantage","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,0.0068133425708477,0.0153239127617488,0.00923454728082804,0.00575897287756401,0.0080949799928243,0.00338421006373863,0.00277350914357593,0.00228870196028261,0.0014848639811945,0.000979020928215027,0.00116458829774664,0.00236866869670208,0.000715934747008805,0.00122722351397093,0.000934884391718523,0.00109234584480764,0.000680552488066268,0.00115836858994427,0.00116778434128652,0.00129679813760316,,,,,
24,Algeria,DZ,DZA,Exports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,190885,2433262,17679065,967805,2363143,6863453,7268160,3832110,5422703,3002570,3274659,4027702,3159328,2261599,3637561,4674052,1766237,3648336,2696585,2850078,1652951,1743890,1483487,2096243.91,,,,,
25,Algeria,DZ,DZA,Exports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.000449928547465376,0.0057843962666148,0.0376619116608949,0.00200881674465866,0.00490404920521378,0.0140514739174573,0.0132754304023281,0.00699998518251284,0.00955362337878526,0.00442442035081298,0.00383753811237986,0.00390287137829652,0.00269965093330756,0.0016755428924728,0.00212722004808443,0.00340647011770929,0.00109563087259829,0.00182399003035712,0.00128986726800065,0.00135876675577821,0.000773093380647198,0.0010506676405915,0.000926983012116372,0.00125150693374141,,,,,
26,Algeria,DZ,DZA,Exports of low carbon technology products as share of total exports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLX,"Trade in Low Carbon Technology Products; Exports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,0.0235717966042649,0.0538731409959811,0.0331067750167669,0.0208497126647555,0.0286382285271443,0.0121833911157327,0.0105093916803411,0.00865174907434765,0.00572817616165928,0.00382233221537206,0.00458725022418235,0.0103422048701976,0.0030986523702304,0.00496554906714439,0.00375225173625638,0.0043215221483905,0.00276026386027915,0.00504548990293075,0.00512251212199137,0.00596437954601678,,,,,
27,Algeria,DZ,DZA,Imports of low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,668268212,612865513,493125950,574611445,532937929,525195983,453406122,601953998,813081308,889442056,1275451408,1025390049,1211506096,1756239653,2356635433,3245596972,4017092167,3137787427,2094206783,3037173836,4348109492,3798316688,2933522590,2880619566.58,,,,,
28,Algeria,DZ,DZA,Imports of low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,1.57515229558343,1.45691544327498,1.05051177574125,1.19268767198817,1.1059651604413,1.07522811865658,0.828154775981885,1.09956892327056,1.43247243910686,1.31063240272012,1.4946879625294,0.993610121561169,1.03523393670242,1.30113909144064,1.37814379995379,2.36540566926636,2.49187973994315,1.56874064895007,1.00172951411383,1.44796417497211,2.03363237421705,2.28842899081954,1.83306332080404,1.71979765515266,,,,,
29,Algeria,DZ,DZA,Imports of low carbon technology products as share of total imports,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTLM,"Trade in Low Carbon Technology Products; Imports","Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,5.66737258776903,5.72554047355301,5.03088033599581,6.18106952626235,6.88603970205388,6.54920400240058,7.02543108714454,5.16967921555755,5.67199046704393,6.44002860313909,5.97390280132015,8.2619444601603,9.93153554027876,6.6414009108543,4.15936638825338,5.53728905030498,7.68548065653645,7.63863339218514,6.1399518572575,5.79986727591007,,,,,
30,Algeria,DZ,DZA,Total trade in low carbon technology products,US Dollars,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,668459097,615298775,510805015,575579250,535301072,532059436,460674282,605786108,818504011,892444626,1278726067,1029417751,1214665424,1758501252,2360272994,3250271024,4018858404,3141435763,2096903368,3040023914,4349762443,3800060578,2935006077,2882715810.49,,,,,
31,Algeria,DZ,DZA,Total trade in low carbon technology products as percent of GDP,Percent,"Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. Accessed on 2023-12-03; International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. Accessed on 2023-12-03. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. Accessed on 2023-12-03; IMF staff calculations.",ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.5756022241309,1.46269983954159,1.08817368740214,1.19469648873283,1.11086920964651,1.08927959257404,0.841430206384213,1.10656890845308,1.44202606248565,1.31505682307093,1.49852550064178,0.997512992939465,1.03793358763573,1.30281463433311,1.38027102000188,2.36881213938407,2.49297537081575,1.57056463898043,1.00301938138183,1.44932294172789,2.0344054675977,2.28947965846013,1.83399030381616,1.7210491620864,,,,,
